id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,number_of_listings
15287959,Spacious Downtown (midtown) 2bed 2 bath free parki,3120774,Varun,,Willowdale East,43.77529,-79.41422,Entire home/apt,223,2,324,2024-10-26,3.28,1,77,36,STR-2012-FRZBHC,1
15289613,"Wonderful location, Center of Toronto, Nice House",97333437,Bob,,Englemount-Lawrence,43.72546,-79.44269,Private room,,60,0,,,1,0,0,,1
15298184,Luxurious 1 bedroom condo w Balcony City View,97404279,Suzete,,Waterfront Communities-The Island,43.64323,-79.38061,Entire home/apt,271,28,60,2024-11-03,3.64,1,87,37,STR-2207-FFDDVB,1
15301438,Luxury Suite in House,77797310,Rowena,,Willowdale West,43.77668,-79.42477,Private room,100,28,2,2018-10-01,0.03,2,83,0,,2
15301956,Queen Bed in Downtown Condo,30745282,David,,Cabbagetown-South St.James Town,43.66558,-79.37524,Private room,,28,6,2017-04-02,0.06,2,0,0,,2
15302170,Bright & Spacious Downtown studio 多伦多领事馆正对面,92635593,Ari,,Annex,43.67215,-79.40109,Entire home/apt,68,28,198,2024-10-19,2.01,4,354,2,,4
15302793,"Close to Subway, Private, Bachelor Basement Unit",96858961,Luciana,,Palmerston-Little Italy,43.6608,-79.42178,Entire home/apt,,28,113,2024-03-17,1.37,1,0,2,STR-2012-FSDVHC,1
15309827,Roncessvalles Village Toronto Home With Backyard,11623384,Laura,,High Park-Swansea,43.64218,-79.44994,Entire home/apt,,28,6,2019-09-03,0.08,1,0,0,,1
15325858,Bright & Charming  Little Italy home,37631220,Ana Paula,,Palmerston-Little Italy,43.65593,-79.4183,Private room,,60,21,2018-09-16,0.22,1,0,0,,1
15328228,"Funky, Lovely, Family friendly 2-3 bdrm house",20803742,Jelena,,Greenwood-Coxwell,43.66898,-79.32469,Entire home/apt,99,28,34,2024-08-22,0.35,2,206,1,STR-2110-HGWVHJ,2
15328353,Cozy and Modern 2 BDRM House in DT core.,55480187,Fernando,,Cabbagetown-South St.James Town,43.66393,-79.37568,Private room,,7,28,2023-11-02,0.34,1,341,0,STR-2010-JFVDVM,1
15328698,"Detached, Spacious, 3-Bedroom Super Clean House",97701404,Leo,,Broadview North,43.68518,-79.35243,Entire home/apt,210,28,39,2024-08-18,0.4,1,271,3,,1
15337331,Premium 1 BDR /Parking/ Subway/Yonge & Sheppard,54422135,"Seyedeh,Afarin",,Willowdale East,43.76163,-79.4095,Entire home/apt,240,28,44,2023-01-26,0.49,40,90,0,STR-2012-HYBDVL,40
15341666,Cozy Beautiful Room near Baldwin Village,19199216,Pierina,,Kensington-Chinatown,43.6571,-79.39634,Private room,,28,0,,,1,0,0,,1
15360594,NEW MODERN BOUTIQUE CONDO,69546022,Lana,,Yorkdale-Glen Park,43.71528,-79.45383,Entire home/apt,125,28,8,2024-04-29,0.08,3,365,1,,3
15360925,Roomy Comfortable Private Room,98057331,Joshua,,Kensington-Chinatown,43.6560497,-79.3919098,Private room,101,1,90,2024-10-28,5.37,2,70,47,STR-2302-JBLXVZ,2
15375820,Large Beautiful Room in High Park @ subway,98243243,Samira,,High Park North,43.65954,-79.4666,Private room,110,1,67,2024-09-28,0.69,1,361,6,STR-2207-HDKDVJ,1
15377883,Balcony apartment in heart of downtown Toronto,83340135,Fahad,,North St.James Town,43.66899,-79.37876,Entire home/apt,379,1,75,2024-11-02,0.86,1,365,10,STR-2209-HDSRVJ,1
15400413,High Park in Toronto,26752232,Ana Paula,,High Park North,43.65429,-79.46679,Private room,,28,0,,,1,0,0,,1
15409864,Entire 1-bedroom Waterfront condo,96354177,Neesha,,Waterfront Communities-The Island,43.63956,-79.38201,Entire home/apt,,60,37,2019-09-18,0.38,2,0,0,,2
15413004,"Colourful Suite, City View, Great Location",97866619,Amardeep,,Cabbagetown-South St.James Town,43.6648,-79.35831,Entire home/apt,,28,1,2017-01-08,0.01,1,0,0,,1
15413644,1 Bedroom + Den Penthouse in downtown Toronto,16310962,Erin,,Bay Street Corridor,43.66466,-79.389,Entire home/apt,,28,9,2016-12-31,0.09,1,0,0,,1
15420714,"""Sun filled bright spacious apartment""",97842507,Aj,,South Parkdale,43.63478,-79.43529,Private room,,28,0,,,1,0,0,,1
15424052,"3bd Leslieville, beaches, downtown",33740846,Anna,,Greenwood-Coxwell,43.66518,-79.32559,Entire home/apt,,28,14,2017-08-14,0.14,2,0,0,,2
15426410,1 Bed Condo - King W (heart of toronto),31759365,Aman,,Waterfront Communities-The Island,43.64506,-79.39791,Entire home/apt,,28,6,2017-10-19,0.07,1,0,0,,1
15436524,Prime beach studio apartment,3607242,Gillian,,The Beaches,43.6751,-79.28481,Entire home/apt,,28,1,2017-01-08,0.01,1,0,0,,1
15453354,Charming Spacious EN SUITE in Downtown Toronto,4976043,Ping,,Kensington-Chinatown,43.6567,-79.40375,Private room,65,28,214,2024-11-05,2.19,4,151,5,,4
15464020,2nd flr Toronto Studio in trendy Dufferin Grove,8380529,Jocelyn,,Little Portugal,43.65184,-79.43018,Entire home/apt,114,28,83,2024-08-17,0.92,1,155,3,,1
15465463,Downtown Toronto - Amazing view of the city!,44191437,Darren,,Waterfront Communities-The Island,43.64165,-79.39252,Entire home/apt,166,28,99,2020-03-04,1.01,1,179,0,,1
15465545,Small private room with Queen bed,22371065,Kirill,,Kensington-Chinatown,43.65048,-79.40519,Private room,,28,19,2017-08-31,0.19,3,0,0,,3
15465840,Downtown TownHs. Rooftop patio/BBQ,22371065,Kirill,,Kensington-Chinatown,43.65023,-79.40294,Entire home/apt,,28,18,2017-08-27,0.18,3,0,0,,3
15466223,Comfortable and quite place near Pearson airport.,92185927,Amry,,West Humber-Clairville,43.72359,-79.61501,Private room,150,28,18,2019-09-17,0.19,1,364,0,,1
15479043,Kingsize bedroom with half washroom,78834227,Zein,,Taylor-Massey,43.69628,-79.29197,Private room,35,28,60,2024-04-07,0.65,3,279,2,,3
15481779,City Chic East End Bachelor/Studio Apt.,20015308,Aaron,,Danforth,43.68555,-79.32917,Entire home/apt,150,28,35,2024-09-12,0.55,1,332,1,STR-2010-FKPDVB,1
15485811,Amazing views of the Lake in highrise downtown,44972033,Lana,,Waterfront Communities-The Island,43.63901,-79.39895,Private room,60,28,196,2024-06-15,2.01,1,89,2,,1
15500719,"Relax on the Rooftop Deck of This Decadent, Roomy Apartment",8702985,Clarence,,Trinity-Bellwoods,43.65203,-79.41586,Entire home/apt,208,28,37,2024-04-28,0.38,10,65,1,,10
15505113,Modern Custom Built Family Home w Backyard Retreat,846505,Julie,,Woodbine-Lumsden,43.6907,-79.3129,Entire home/apt,,28,1,2022-09-04,0.04,52,0,0,STR-2207-GLYPHG,52
15517968,"Modern New Downtown Condo, Ent & Financial area",99735167,Frank,,Waterfront Communities-The Island,43.64445,-79.39182,Entire home/apt,,28,78,2020-03-04,0.82,1,0,0,,1
15523450,Welcoming & Happy 2 Bedroom bungalow home,73207318,Jonathan,,Keelesdale-Eglinton West,43.68792,-79.46622,Entire home/apt,,28,93,2023-09-06,0.96,4,0,0,,4
15528267,Beautiful Old Mill retreat 3 min walk to subway,11223306,Julia,,Stonegate-Queensway,43.6499,-79.49845,Entire home/apt,149,2,69,2024-10-25,0.78,2,354,22,STR-2206-FTPXVC,2
15531995,"Large Bloor West suite, steps to the subway",201370839,Ioan,,Runnymede-Bloor West Village,43.65039,-79.4849,Entire home/apt,102,28,142,2023-12-17,1.45,3,84,2,STR-2301-FZXPHR,3
15532622,DESIGNER BEACH HOME Featured In National Magazine,99903576,Karen Kirsten,,The Beaches,43.67021,-79.29998,Entire home/apt,428,28,12,2020-12-13,0.14,1,310,0,STR-2101-GXQRVH,1
15534448,"MIDTOWN COZY, QUIET & PRIVATE ROOM",99918623,Gholamreza,,Briar Hill-Belgravia,43.6963,-79.45673,Private room,49,28,71,2023-09-22,0.73,1,35,0,STR-2009-GJJHBF,1
15537509,Cozy affordable room at 25 min close to downtown,99957119,Horacio,,Corso Italia-Davenport,43.68428,-79.44638,Private room,,28,0,,,1,0,0,,1
15537875,Spacious Room with private washroom in Downtown,4976043,Ping,,Kensington-Chinatown,43.6567,-79.40511,Private room,65,28,156,2024-07-31,1.6,4,163,2,,4
15539975,For solo traveler,10064528,Hyun Young,,Willowdale West,43.7691,-79.41294,Private room,,28,0,,,1,0,0,,1
15544990,Private room/bathroom in Toronto's downtown core,92246619,Scarlett,,Church-Yonge Corridor,43.65856,-79.38176,Private room,,28,0,,,1,0,0,,1
15545774,Main bedroom(for female only),94697158,Joey,,Willowdale East,43.7703,-79.40269,Private room,,28,13,2018-01-22,0.13,4,0,0,,4
15565606,STUNNING LUXURY DOWNTOWN POSH LOFT,43901185,Christian,,Waterfront Communities-The Island,43.64455,-79.40076,Entire home/apt,,28,31,2018-12-12,0.32,1,0,0,,1
15568866,"Conveniently Located, Spacious & Clean Room (RM 3)",77919672,Adelaida,,Bendale,43.76927,-79.26206,Private room,48,3,172,2024-11-05,1.84,3,315,39,STR-2009-HJYXPK,3
15569970,Modern Luxurious condo Home Sweet and Private,95042375,K,,Islington-City Centre West,43.64013,-79.56056,Entire home/apt,,184,0,,,1,0,0,,1
15581975,Spacious cozy clean Queen Bed with private bath,100393231,Emily,,Steeles,43.81771,-79.31647,Private room,85,30,11,2018-12-24,0.12,4,364,0,,4
15590063,Modern Serviced Condominium in Heart of Downtown,21023651,Natalia,,Niagara,43.63663,-79.40487,Entire home/apt,199,31,306,2024-05-03,3.13,2,35,3,,2
15595990,Cozy clean quiet bedroom - Queen-size - worthy,100393231,Emily,,Steeles,43.81575,-79.3152,Private room,70,30,15,2021-09-30,0.16,4,365,0,,4
15596826,cozy clean bright bdrm - double  - worth to stay,100393231,Emily,,Steeles,43.81587,-79.31657,Private room,60,30,16,2022-10-19,0.16,4,365,0,,4
15597460,"Bright cozy clean bdrm-Queensize, worth to live",100393231,Emily,,Steeles,43.81626,-79.31664,Private room,45,30,33,2023-07-30,0.34,4,365,0,,4
15602349,"Modern, bright and clean Studio Basement Apt",32437938,Nisha,,High Park-Swansea,43.65001,-79.47624,Entire home/apt,75,28,7,2018-06-24,0.07,1,35,0,STR-2012-JBMBHM,1
15621447,Bedroom #3 Cozy place at Warden and St. Clair East,100705010,Budi,,Clairlea-Birchmount,43.70893,-79.2843,Private room,,28,4,2018-05-31,0.05,3,0,0,,3
16204017,Casa Loma Deluxe Toronto Apartment w Parking,14720783,Dovran,,Casa Loma,43.67718,-79.41454,Entire home/apt,98,28,94,2024-05-07,0.99,3,167,1,,3
16204975,Private 1 Bedroom Apartment in Charming Mimico,105847574,Daniela,,Mimico (includes Humber Bay Shores),43.60509,-79.49554,Entire home/apt,,28,151,2024-05-19,1.57,1,0,7,STR-2009-FYHDPD,1
16208058,SPACIOUS 1-BDR+DEN BEST DOWNTOWN CLOSE 2EVERYTHING,105820707,Valeri,,Bay Street Corridor,43.66276,-79.38504,Entire home/apt,,150,74,2020-01-25,0.77,5,0,0,,5
16227624,Executive Apartment in Heart of Toronto,106041456,Neal,,Church-Yonge Corridor,43.65633,-79.37887,Entire home/apt,135,30,27,2023-10-26,0.29,1,54,0,,1
16242696,Zack's Homestay,49527135,Zackary,,Agincourt South-Malvern West,43.78611,-79.26045,Private room,,28,0,,,1,0,0,,1
16251382,European-Styled Home with garden,106261347,Judit,,North Riverdale,43.66878696,-79.35093122,Private room,202,2,386,2024-10-21,4.09,3,285,53,STR-2012-GBKVHD,3
16252415,Basement 1 Bedroom Apt in Little Portugal,13066292,Jose,,Little Portugal,43.6494,-79.42961,Entire home/apt,,28,123,2024-08-01,1.28,13,0,2,,13
16255623,"Quiet Private Bedroom, Central, near Subway",68470112,Kyle,,High Park North,43.6557,-79.47217,Private room,,28,6,2017-01-01,0.06,1,0,0,,1
16258018,Downtown  Financial disctrict studio,104551258,Mike,,Bay Street Corridor,43.65089,-79.38056,Entire home/apt,90,31,130,2024-06-01,1.35,4,136,1,,4
16267721,"Unique loft in the Beach-2 bed, 2 bath & 2 parking",90338073,Sabrina,,The Beaches,43.66969,-79.30673,Entire home/apt,,89,1,2019-08-12,0.02,1,0,0,,1
16267754,Cozy Apartment steps from Casa Loma,17070560,Matthew,,Casa Loma,43.67995,-79.41067,Entire home/apt,400,28,3,2017-06-23,0.03,1,90,0,,1
16273055,交通便捷，水电网络全包舒适单间,49592459,Lucy,,Pleasant View,43.79696,-79.33616,Shared room,,28,0,,,2,0,0,,2
16275084,"Toronto Downtown 
Huge one bedroom",106445062,Connor,,North St.James Town,43.66756,-79.37291,Private room,,28,0,,,1,0,0,,1
16283351,Luxury DT Condo - Views 2BR 2BT free parking,65897626,Donata,,Waterfront Communities-The Island,43.64376,-79.38174,Entire home/apt,545,3,75,2024-07-17,1.03,2,45,7,STR-2011-FGVDVB,2
16288588,"Victorian house on Queen W, steps to Bellwood Park",4233210,Mahima,,Niagara,43.64472,-79.40899,Entire home/apt,,28,0,,,5,0,0,,5
16300311,⭐Amazing Park⛵lake views/CN/MTCC/ Wifi/Parking⭐,106645662,Shelly,,Waterfront Communities-The Island,43.64206,-79.3955,Entire home/apt,119,30,57,2024-09-15,0.89,1,63,3,,1
15941134,Private Suite in Family home in Little Italy,103470489,Mary-Paula,,Palmerston-Little Italy,43.65755,-79.41275,Private room,,28,4,2017-09-10,0.04,1,0,0,,1
15956068,Core Downtown-Luxury Suite!!!,103604147,Michelle,,Waterfront Communities-The Island,43.64583,-79.39283,Private room,,28,4,2017-08-28,0.04,1,0,0,,1
15956302,A double-sized private RM in York Mills,103332460,Long Xiu,,St.Andrew-Windfields,43.75065,-79.37563,Private room,45,28,12,2023-12-16,0.16,3,90,1,,3
15958129,Executive Suite: Stylish 1BR Condo with City Views,102240988,Mike,,Church-Yonge Corridor,43.65558,-79.37831,Entire home/apt,129,28,46,2024-07-21,0.48,1,212,5,,1
15966226,ROYAL URBAN HAVEN -1BR HEART OF FINANCIAL DISTRICT,103698287,Eugene,,Bay Street Corridor,43.65061,-79.38245,Entire home/apt,110,28,118,2022-08-31,1.22,4,334,0,,4
15969769,The Artist In You !,103726895,Jonathan,,Waterfront Communities-The Island,43.64006,-79.39827,Entire home/apt,,28,0,,,1,0,0,,1
15974160,Great Downtown Apartment Flat in Little Italy,9727027,Diana,,Trinity-Bellwoods,43.65494,-79.41484,Entire home/apt,83,28,99,2024-08-06,1.03,2,179,9,STR-2302-FKWKVP,2
15986344,Private room queen bed + near subway + parking inc,103873888,Tristan,,Mount Pleasant East,43.71472,-79.39083,Private room,,28,0,,,1,0,0,,1
15989071,Clean and Cozy Apartment at Yonge & Lawrence,6117621,Octavia,,Lawrence Park North,43.72518,-79.40415,Entire home/apt,,28,9,2018-11-11,0.09,1,0,0,,1
16000871,Amazing 2 Bedroom unit in the heart of North York,80080748,Krista,,Lansing-Westgate,43.75992,-79.41253,Entire home/apt,,28,20,2018-04-09,0.21,1,0,0,,1
16000929,Yorkville Toronto luxury condo,20068933,Anita,,Annex,43.67125,-79.39474,Entire home/apt,314,28,170,2024-08-23,1.76,1,231,1,STR-2009-FLFVBB,1
16005226,Bright and Spacious Luxury Condo-,28284909,Mark,,Waterfront Communities-The Island,43.6417442,-79.3819559,Entire home/apt,183,1,350,2024-10-20,3.62,7,78,11,STR-2111-GVBRVH,7
16013706,Home Away From Home!,104125177,James,,Parkwoods-Donalda,43.75837,-79.32154,Private room,63,28,28,2023-12-18,0.3,1,365,1,,1
16016928,Cosy 1 Bedroom Apartment,104155514,Elis,,Humewood-Cedarvale,43.68433,-79.42311,Entire home/apt,,28,12,2017-03-25,0.12,1,0,0,,1
16039481,Art Collector's Penthouse,99076885,Host,,Annex,43.67098,-79.39399,Entire home/apt,,28,0,,,1,0,0,,1
16042410,1 bedroom apartment in the midtown,98839167,Pavlo,,Mount Pleasant East,43.71376,-79.39388,Entire home/apt,,28,0,,,1,0,0,,1
16049759,City views on Queen West,334012,Eli,,Little Portugal,43.64234,-79.42454,Entire home/apt,,28,6,2018-08-05,0.06,1,0,0,,1
16062738,Private cozy room/bathroom Downtown,11949507,Tiberius,,Moss Park,43.65752,-79.36767,Private room,159,3,38,2024-10-19,0.4,1,172,13,STR-2205-GQHXVG,1
16063938,Central Toronto Home,104636356,Patrick,,Corso Italia-Davenport,43.68037,-79.45188,Entire home/apt,,30,0,,,1,0,0,,1
16064743,Peaceful and friendly haven closed to downtown,81131468,R. Catalina,,Flemingdon Park,43.71678,-79.32518,Private room,65,28,1,2018-05-20,0.01,1,365,0,,1
16068466,Charming 1 Bedroom - Parking & close to Downtown,104679296,Patrick G.,,South Riverdale,43.66034,-79.34099,Entire home/apt,200,4,72,2024-10-20,0.78,2,170,12,STR-2011-FDSXVB,2
16070944,Cosy room in Annex communal home,47895200,Steve,,Casa Loma,43.67642,-79.41384,Private room,,28,0,,,3,0,0,,3
16071746,Heritage Victorian Home in  downtown Toronto,104551258,Mike,,North St.James Town,43.66787,-79.37155,Entire home/apt,244,30,10,2020-11-13,0.11,4,362,0,,4
16082947,A private bedroom with a queen bed by Yonge subway,91208270,Cheng,,Willowdale West,43.77266,-79.42044,Private room,46,31,76,2024-09-26,0.8,6,351,3,,6
16101911,Great Value in the City - Private Room 1 w/ view,104967828,Jose,,Annex,43.67287,-79.4195,Private room,61,30,51,2023-10-31,0.53,2,179,0,,2
16104617,Bachelor heart of Downtown Toronto,8900449,Sophi,,Waterfront Communities-The Island,43.64488,-79.39058,Entire home/apt,,28,3,2018-03-31,0.03,1,0,0,,1
16111485,"Oasis in Upper Yorkville, Downtown Toronto",50393645,Lu & Jose,,Annex,43.67624,-79.39379,Entire home/apt,,28,2,2017-06-23,0.02,1,0,0,,1
16113248,"private basement, near subway 30-45min to downtown",103569321,Lance,,Ionview,43.72906,-79.27249,Private room,,28,57,2018-06-17,0.6,1,0,0,,1
16126125,1 pvt bedroom in a 2 bedroom apt,8153488,Elias,,Church-Yonge Corridor,43.66761,-79.37969,Private room,,28,13,2019-12-21,0.15,1,365,0,,1
16132256,Annex Studio in Heritage Building,516799,Athena,,Annex,43.67207637,-79.40252921,Entire home/apt,110,10,32,2024-08-07,0.78,1,247,11,STR-2105-FQVKVC,1
16140709,Kensington Hospitality,105312034,Terence D,,Trinity-Bellwoods,43.6561,-79.4077,Entire home/apt,,1,258,2024-09-02,2.72,1,0,22,STR-2011-FRXRVC,1
16146675,One private bedroom and bathroom / Sheppard&Yonge,47785955,Giovanna,,Bay Street Corridor,43.64909,-79.38097,Private room,85,28,0,,,1,177,0,,1
16172391,Upscale Toronto - Mins to Subway & Parking Avail,16925504,Susan,,Casa Loma,43.6813,-79.41456,Entire home/apt,125,30,69,2020-01-01,0.72,3,365,0,,3
16175000,VIP's URBAN HAVEN -1BR HEART OF FINANCIAL DISTRICT,103698287,Eugene,,Bay Street Corridor,43.6494,-79.38112,Entire home/apt,10000,28,129,2022-09-23,1.36,4,90,0,,4
16192485,DUNDAS SQUARE Luxury - Fireplace & hybrid office!!,105618845,Rob And Lisa,,Moss Park,43.65941,-79.36769,Entire home/apt,205,119,52,2024-09-01,0.54,7,124,1,,7
16195047,Great Value in the City - Private Room 2 w/ view,104967828,Jose,,Annex,43.67286,-79.41936,Private room,68,28,42,2024-06-15,0.44,2,150,1,,2
16195283,2BRD+CNTOWERVIEW+FREEPARKING+LOCATION=Amazing Trip,23956976,Sisi And Jhon,,Waterfront Communities-The Island,43.64071,-79.39565,Entire home/apt,,28,354,2020-03-31,3.67,2,0,0,,2
16200716,"Comfortable + very well located, heart Downtown!",105809407,Francisco,,Waterfront Communities-The Island,43.63916,-79.38986,Private room,,28,1,2017-01-01,0.01,1,0,0,,1
16203686,"Perfect Location, Stunning View, Big Bright Condo",6540835,James,,Waterfront Communities-The Island,43.645,-79.39307,Entire home/apt,264,28,144,2023-03-19,1.59,12,90,0,STR-2012-FWDRVD,12
16845834,Charming basement apartment in Bloorcourt Village,50132936,Zayna,,Palmerston-Little Italy,43.66136,-79.42313,Entire home/apt,200,1,2,2017-02-26,0.02,1,165,0,STR-2410-GHVHPS,1
16846122,光亮，温馨舒适的独立屋房间。,67544227,Susie,,Agincourt South-Malvern West,43.78604,-79.25858,Private room,,29,31,2021-02-10,0.33,4,0,0,,4
16853376,Architect Designed Beauty in Dufferin Grove,1402232,Abigail,,Dufferin Grove,43.65458,-79.42959,Entire home/apt,399,28,88,2023-05-25,0.99,4,186,0,STR-2205-GWFHHH,4
16853879,Loft in queen West,2019487,Paul,,Trinity-Bellwoods,43.64618,-79.4115,Entire home/apt,,28,12,2017-08-11,0.13,1,0,0,,1
16871817,Downtown basement with private area(room6),85507924,Sophie,,Trinity-Bellwoods,43.64863,-79.40467,Private room,119,28,8,2018-05-27,0.08,6,364,0,,6
16874228,Cozy Bachelor in the heart of downtown,6188568,Ninessa,,Church-Yonge Corridor,43.66617,-79.38062,Entire home/apt,,28,8,2017-11-06,0.09,1,0,0,,1
16881896,Spacious 1 br + Enc.den(2BR) Downtown City Centre,112566668,Lakshmi Kumar,,Waterfront Communities-The Island,43.64891,-79.38686,Entire home/apt,499,1,165,2024-09-29,1.77,1,2,29,STR-2109-GPZHHG,1
16882890,"Baseroom Room in House (For Female only,Long-term)",94697158,Joey,,Willowdale East,43.76925,-79.40076,Private room,,28,9,2018-03-31,0.1,4,0,0,,4
16893934,Glendale Mansions in the Village,40322333,Julia,,North St.James Town,43.66938,-79.37748,Entire home/apt,,28,0,,,1,0,0,,1
16897015,GreekTown 1-Bedroom Lower Level & Private Entrance,112755817,John,,Danforth East York,43.68703,-79.34688,Entire home/apt,113,28,6,2019-04-04,0.07,1,178,0,,1
16897190,"Homey Haven - Family ready, with PARKING!",10583448,Carla,,Junction Area,43.66281,-79.45774,Entire home/apt,,28,8,2018-11-04,0.09,1,0,0,,1
16897434,Light Filled Historic Cabbagetown House,2932162,Alex,,Cabbagetown-South St.James Town,43.6652,-79.36545,Entire home/apt,,28,5,2017-04-21,0.05,2,0,0,,2
16901265,"Cozy,Spacious,Private1BR BsmtApt in Luxury House",108760072,Galina,,Willowridge-Martingrove-Richview,43.68353,-79.53768,Entire home/apt,165,1,226,2024-10-22,2.42,2,66,7,STR-2012-GMXRVG,2
16905106,Designer Annex Loft with Sunset Deck and Parking,33371538,Gail,,Palmerston-Little Italy,43.65917,-79.41052,Entire home/apt,247,28,111,2024-11-06,1.19,5,186,22,STR-2202-HGHRVJ,5
16906073,U6 Bright New Bachelor Downtown Toronto,9923100,Ed,,Annex,43.67073,-79.40567,Entire home/apt,85,28,53,2024-07-27,0.58,16,97,2,,16
16907315,New Modern Glam Condo,69546022,Lana,,Yorkdale-Glen Park,43.71504,-79.45395,Entire home/apt,125,28,5,2023-09-30,0.08,3,179,0,,3
16917115,1 Room+washroom in 2 BR Condo 4 min walk to subway,26032442,Ali,,Lansing-Westgate,43.76457,-79.41184,Private room,,28,64,2023-10-22,0.76,1,0,0,STR-2307-HXCVHY,1
16917308,"Neat, Furnished Single Bed withWiFi",108333353,Nasir,,Tam O'Shanter-Sullivan,43.77582,-79.31666,Private room,,28,4,2017-05-28,0.04,1,0,0,,1
16925172,Dowontown Toronto,29886037,승준,,North St.James Town,43.67086,-79.37779,Private room,,28,0,,,1,0,0,,1
16928420,Garden Walkout Basement 1 Bedroom Apt w/ Parking,90068148,Emily,,Birchcliffe-Cliffside,43.69326,-79.26195,Entire home/apt,70,28,29,2022-10-02,0.31,5,98,0,,5
16929450,Downtown Hotel Style Yorkville 1 Bedroom with Den,65031558,Al,,Rosedale-Moore Park,43.67299,-79.38779,Entire home/apt,,31,29,2023-04-11,0.31,2,0,0,,2
16940789,"Awesome Place,Brilliant Location,Spectacular View!",41296437,Ahmed,,Kensington-Chinatown,43.65361,-79.38927,Entire home/apt,,28,11,2017-03-15,0.12,1,0,0,,1
16946596,"Quiet, bright Queen bed bdrm",17430748,Carey,,Palmerston-Little Italy,43.66251,-79.42274,Private room,110,28,4,2023-06-10,0.04,3,131,0,STR-2011-GBFXVD,3
16946863,"Bright 2 bedroom, near Kensington Market.",72574080,Megan,,University,43.65876,-79.40188,Entire home/apt,,28,17,2017-11-27,0.18,1,0,0,,1
16947853,King West - Toronto,36197189,Natasha,,Waterfront Communities-The Island,43.64592,-79.40263,Entire home/apt,200,28,15,2018-09-04,0.16,1,87,0,,1
16948208,Entire Two Bedrooms Appartment for Toronto Visitor,113317106,Ram Hari,,Cliffcrest,43.73161,-79.23348,Entire home/apt,,30,18,2020-09-19,0.2,1,0,0,,1
16960691,Gorgeous Flat in the Heart of Yorkville,1651632,Kate,,Annex,43.67653,-79.39341,Entire home/apt,299,28,1,2018-03-06,0.01,1,178,0,,1
16976254,"Bold, Colourful Home in Leslieville, Toronto",36748838,John,,South Riverdale,43.67063522,-79.32941437,Entire home/apt,275,7,102,2024-08-24,1.15,3,261,8,STR-2010-HCXRVJ,3
16983915,Gorgeous condo in the heart of downtown. Location!,92636365,Logan,,Waterfront Communities-The Island,43.64863,-79.39313,Entire home/apt,,28,2,2019-01-02,0.02,1,0,0,,1
16984182,Cozy basement apartment,89621270,Norma,,Glenfield-Jane Heights,43.74256,-79.50872,Private room,,28,2,2019-04-21,0.03,1,0,0,,1
16309212,Zoom Spectacular - Prvt Laundry Kitchen,11206244,Superhost,,Pelmo Park-Humberlea,43.70703,-79.52482,Entire home/apt,399,60,12,2024-06-08,0.13,23,365,2,,23
16309682,Zoom Spectacular For Families,11206244,Superhost,,Pelmo Park-Humberlea,43.70625,-79.52554,Entire home/apt,499,60,5,2023-04-20,0.06,23,365,0,,23
16311162,Trendy Urban Retreat: Stylish 1BR in King West,106732184,Robyn,,Waterfront Communities-The Island,43.64272,-79.40091,Entire home/apt,139,28,177,2024-10-14,1.85,1,360,6,,1
16311621,PrivateFreshClean room no extra chargesdowntown To,49378194,Noemi,,North St.James Town,43.6701822,-79.3735263,Private room,53,28,7,2024-02-01,0.26,3,51,1,,3
16316014,oasis in the east - large room,106772476,Alix,,Birchcliffe-Cliffside,43.70632,-79.2579,Private room,43,28,22,2023-01-31,0.23,4,69,0,,4
16318820,Cozy  two bedroom in central Toronto,104551258,Mike,,Cabbagetown-South St.James Town,43.66611,-79.37155,Entire home/apt,128,30,32,2021-08-21,0.33,4,358,0,,4
16320524,2br modern corner apt across subway station,106811345,Sasha,,Mount Pleasant East,43.69545,-79.39449,Entire home/apt,,28,6,2017-04-16,0.06,1,0,0,,1
16320573,"Conveniently Located, Comfy, Studio Apartment!",43634586,Manya,,Mount Pleasant East,43.70096,-79.37805,Entire home/apt,92,28,87,2024-10-06,0.91,1,310,19,STR-2203-HFGPHJ,1
16321230,Cozy place in Liberty village,2020030,Sepideh,,Niagara,43.64171,-79.41591,Entire home/apt,,365,0,,,1,89,0,,1
16345663,❤️ Humberview Modern Bglw Near Pearson Airport ❤️,32044025,Toronto,,Pelmo Park-Humberlea,43.70886,-79.52088,Entire home/apt,399,29,5,2021-08-06,0.06,18,365,0,,18
16345834,❤️ Humberview Luxury Basement W/ Private Laundry,32044025,Toronto,,Pelmo Park-Humberlea,43.70945,-79.52074,Entire home/apt,399,29,9,2021-03-28,0.12,18,365,0,,18
16359399,Cozy West End Garden View Retreat,74980715,Mary Young,,High Park North,43.658192,-79.457291,Entire home/apt,85,28,104,2023-11-20,1.13,1,330,1,STR-2202-HJVRVK,1
16362158,Downtown Union .Air canada center .Westin castle,92350371,Sarah,,Waterfront Communities-The Island,43.64282,-79.37994,Private room,89,28,296,2020-02-23,3.1,1,365,0,,1
16366769,Room available in Condomanium,22533021,Amrinder,,Woburn,43.78265,-79.24597,Private room,,28,0,,,1,0,0,,1
