id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,number_of_listings
119441,STYLISH  LAKEVIEW / KING SIZE BED/DOWNTOWN+PARKING,174063,Denis,,South Parkdale,43.63737,-79.44022,Entire home/apt,126,28,85,2024-10-22,0.52,4,363,3,,4
131401,Waterfront Luxury Suite 1 Bd - Downtown,604233,Fuaad,,Niagara,43.63649,-79.40171,Entire home/apt,78,150,11,2023-05-17,0.1,1,319,0,,1
1348067,The Great Gerrard - Toronto Suite,377846,Nick & Nena,,East End-Danforth,43.68358,-79.30637,Entire home/apt,79,28,23,2024-08-20,0.17,18,342,2,,18
3924298,Queen St West world’s coolest site,20327820,Nathalia,,Niagara,43.64573,-79.41044,Entire home/apt,215,1,94,2024-11-04,0.76,2,289,27,STR-2311-JCRBHZ,2
3924719,Kensington and The Deep Blue Sea,14405518,Jordan,,Kensington-Chinatown,43.64913,-79.4015,Private room,116,4,208,2024-10-22,1.68,3,164,30,STR-2010-JCDRPM,3
3925001,Downtown Village Furnished Room!,20334033,D & S,,Church-Yonge Corridor,43.66595,-79.3785,Private room,70,28,81,2024-02-04,0.65,1,90,1,,1
3925603,Live in Kensington Market $155/day,19805682,Irene,,Kensington-Chinatown,43.65701,-79.40245,Private room,,28,0,,,1,0,0,,1
3929908,Gorgeous Townhouse in Downtown,979386,Kamara,,Church-Yonge Corridor,43.65942,-79.37619,Entire home/apt,,28,0,,,1,0,0,,1
4531930,Beautiful mainfloor apartment!,23497077,Amanda,,South Riverdale,43.66421,-79.32715,Private room,,28,0,,,1,0,0,,1
4535652,Chic urban 1BD in amazing location,23518355,Lee-Anne,,Bay Street Corridor,43.64923,-79.38615,Entire home/apt,99,30,29,2023-10-01,0.25,32,155,0,,32
1419,Beautiful home in amazing area!,1565,Alexandra,,Little Portugal,43.6459,-79.42423,Entire home/apt,,28,6,2017-08-07,0.05,1,0,0,,1
8077,Downtown Harbourfront Private Room,22795,Kathie & Larry,,Waterfront Communities-The Island,43.6408,-79.37673,Private room,,180,169,2013-08-27,0.91,2,0,0,,2
26654,"World Class @ CN Tower, convention centre, Theatre",113345,Adela,,Waterfront Communities-The Island,43.64608,-79.39032,Entire home/apt,155,28,43,2024-10-22,0.26,5,144,1,,5
27423,Executive Studio Unit- Ideal for One Person,118124,Brent,,South Riverdale,43.66884,-79.32725,Entire home/apt,,90,31,2024-10-03,0.18,1,33,3,,1
30931,Downtown Toronto - Waterview Condo,22795,Kathie & Larry,,Waterfront Communities-The Island,43.64015,-79.37625,Entire home/apt,,180,1,2010-08-11,0.01,2,0,0,,2
40456,Downtown- King Size Bed and Parking,174063,Denis,,South Parkdale,43.63539,-79.4401,Entire home/apt,,750,113,2023-06-19,0.65,4,365,0,,4
40701,Bright Beaches loft close to Queen and the lake,175687,John,,The Beaches,43.67239,-79.28858,Entire home/apt,79,28,10,2024-10-31,0.07,2,51,4,,2
44452,Yonge & Bloor Studio Skyline,195095,Urbano,,Rosedale-Moore Park,43.67193,-79.3859,Entire home/apt,126,28,67,2024-07-10,0.39,9,340,1,,9
45399,Fountain View Studio - Eaton center,195095,Urbano,,Bay Street Corridor,43.66123,-79.38336,Entire home/apt,150,28,89,2024-08-17,0.52,9,330,4,,9
45893,Yonge & Bloor Lakeview Master BR,195095,Urbano,,Rosedale-Moore Park,43.6718,-79.38488,Private room,90,28,24,2024-08-31,0.14,9,191,2,,9
50110,Yorkville one bedroom Condo,195095,Urbano,,Church-Yonge Corridor,43.66899,-79.38559,Entire home/apt,163,28,61,2024-08-30,0.36,9,190,3,,9
51616,Large room in trendy King Street West.,237587,John,,Niagara,43.64296,-79.40451,Private room,,91,24,2018-11-11,0.24,1,0,0,,1
62545,Furnished Heritage Rooms Downtown 1,304551,Kintoo,,Niagara,43.64611,-79.4071,Private room,50,90,23,2019-12-20,0.14,9,279,0,,9
64635,Furnished Heritage Rooms Downtown 2,304551,Kintoo,,Niagara,43.64482,-79.40897,Private room,50,150,18,2024-08-29,0.11,9,175,1,,9
64641,Furnished Heritage Rooms Downtown,304551,Kintoo,,Niagara,43.64453,-79.40736,Private room,50,120,24,2024-04-30,0.14,9,321,2,,9
64645,Furnished Downtown Heritage Suite,304551,Kintoo,,Niagara,43.64475,-79.40905,Private room,60,30,14,2023-12-31,0.09,9,365,1,,9
66856,Furnished Downtown Room,304551,Kintoo,,Niagara,43.64642,-79.40736,Private room,50,120,5,2024-10-03,0.03,9,307,2,,9
96336,John & Bren's Queen West 3 bedroom townhouse,511506,Brenda,,Niagara,43.64388,-79.41011,Entire home/apt,309,3,164,2024-09-12,1.22,1,95,15,STR-2009-FXRRPD,1
112842,Gorgeous Condo near High Park!!,575127,Micheline,,High Park North,43.65703,-79.46719,Entire home/apt,66,120,12,2017-03-05,0.08,1,280,0,,1
794506,Beautiful suite in Downtown Toronto,4186011,Oron,,Waterfront Communities-The Island,43.63996,-79.39109,Entire home/apt,271,3,152,2024-10-21,1.19,1,163,14,STR-2011-HZQKVM,1
796501,Stunning modern bachelor apartment,4195876,Dale,,Casa Loma,43.68212,-79.40447,Private room,382,1,92,2024-09-16,0.68,2,89,1,STR-2407-HCBBPW,2
817749,One Bedroom Downtown,4289557,Dimitri,,Waterfront Communities-The Island,43.64674,-79.39975,Entire home/apt,102,30,48,2024-09-30,0.33,1,272,1,,1
818228,Private Room in Downtown Toronto RM2,4297691,Graeme,,Dovercourt-Wallace Emerson-Junction,43.65851,-79.4431,Private room,74,1,625,2024-10-28,4.57,2,341,114,STR-2204-GFYHHF,2
820177,Little Italy 1 Bedroom Apt - Excellent Location!,149566,Vinita + Joe,,Palmerston-Little Italy,43.65555,-79.42017,Entire home/apt,105,28,41,2024-09-29,0.28,1,198,2,,1
822085,Beautiful Deluxe Toronto Home,4316883,Scott,,Rosedale-Moore Park,43.689,-79.37799,Entire home/apt,1032,28,8,2021-08-21,0.07,1,363,0,STR-2206-GTRDVH,1
827774,Beautiful House in Central Toronto,4340437,Ted,,Danforth,43.68255,-79.33506,Private room,,28,0,,,1,0,0,,1
835116,Comfy 1BD Great Location! Park Free,2019357,Tyrone,,South Riverdale,43.66152,-79.34284,Entire home/apt,,28,22,2015-09-19,0.15,1,0,0,,1
840608,"Owner's Suite on classic boulevard, great location",2575031,Johnny,,Palmerston-Little Italy,43.66136,-79.41377,Entire home/apt,,3,5,2024-05-11,0.61,1,0,5,STR-2208-HCTVHJ,1
842016,"Beautiful, Bright, Fully Furnished",1930866,Drea,,Casa Loma,43.68388,-79.40719,Shared room,,28,0,,,1,0,0,,1
849500,Central Downtown room with views,4435131,Olivia,,Moss Park,43.65114,-79.36766,Private room,87,28,136,2023-08-31,0.96,1,279,0,,1
855991,HOTEL ALTERNATIVE accommodation,4477219,Vladislav,,Church-Yonge Corridor,43.65474,-79.37779,Entire home/apt,100,28,13,2022-11-15,0.11,4,161,0,,4
864193,Big Room with King Bed and mattres,4534248,Nida,,Newtonbrook West,43.78345,-79.44525,Private room,,28,0,,,1,0,0,,1
883109,Welcome to Toronto-Danforth!,4517569,Laurie,,Broadview North,43.68385,-79.3525,Entire home/apt,,4,15,2024-09-02,0.11,1,1,6,STR-2305-GQZDVT,1
892352,Panoramic Views in Huge and Bright Loft w/ Parking,4448135,Hyung Min,,Waterfront Communities-The Island,43.6473577,-79.398158,Entire home/apt,522,4,337,2024-10-18,2.48,1,122,30,STR-2204-HPGPHK,1
908807,Great Danforth apt - parking & view,4871479,Jodi,,Playter Estates-Danforth,43.67705,-79.36135,Entire home/apt,,28,67,2019-09-27,0.47,1,0,0,,1
921532,A Tiny Hotel: The Malibu Room,4954899,Kristin,,Greenwood-Coxwell,43.67702,-79.322,Private room,65,1,155,2024-11-02,3.88,3,170,42,STR-2205-GKHVHF,3
923427,Big Room in a Great Neighbourhood,4966594,Mark,,University,43.66064,-79.40855,Private room,134,5,48,2024-10-06,0.34,2,82,17,STR-2301-FQVBHQ,2
950053,PAN AM PENTHOUSE WITH SKYLINE VIEWS,5153529,Adrian,,Regent Park,43.65794,-79.35755,Entire home/apt,199,365,9,2016-02-14,0.07,2,341,0,,2
954475,1 BR-Close to Yonge & Eglinton 101,1854872,Nadarajah,,Flemingdon Park,43.72054,-79.33524,Private room,50,28,32,2023-06-11,0.22,5,364,0,,5
954935,Furnished 1 Bedroom Appartment,5186386,Karima,,South Riverdale,43.66451,-79.33498,Entire home/apt,85,30,35,2024-06-16,0.25,1,321,3,,1
955073,YONGE - DUNDAS Fully Furnished,4477219,Vladislav,,Church-Yonge Corridor,43.655,-79.3796,Entire home/apt,60,28,11,2020-06-30,0.13,4,98,0,,4
955446,"1 BR DOWNTOWN CONDO, SLEEPS 4 W/PARKING",3272927,Sam,,Waterfront Communities-The Island,43.64498,-79.39056,Entire home/apt,,28,73,2024-07-31,0.52,1,7,2,,1
956250,Lovely fully detached private house,5066966,Amanda,,Dufferin Grove,43.65367,-79.43242,Entire home/apt,,28,4,2018-03-16,0.03,1,0,0,,1
959676,Casa Palma Azul,5214021,Michael,,Church-Yonge Corridor,43.66498164,-79.37962976,Entire home/apt,122,28,37,2024-10-29,0.27,1,340,6,,1
985003,1 Bedroom Basement Apartment in Leslieville,2396097,Jean-Francois,,South Riverdale,43.66517,-79.34037,Entire home/apt,250,28,115,2023-12-07,0.83,1,216,1,STR-2012-HQZBHK,1
985498,1+ Den - Entertainment District,5407081,Wayne,,Waterfront Communities-The Island,43.64421,-79.39108,Entire home/apt,,180,238,2020-08-04,1.69,1,179,0,,1
985648,Private room in Brockton Village.,5242437,Kristin,,Little Portugal,43.65128,-79.43596,Private room,80,28,21,2024-06-22,0.15,1,364,7,STR-2205-JBDDVM,1
986506,Sunny Danforth Apartment,5413926,Lesley,,North Riverdale,43.67629,-79.35824,Entire home/apt,,30,16,2023-11-30,0.16,1,23,1,,1
990322,"Fantastic private gem, just like a home.",377962,Coreen,,Humewood-Cedarvale,43.68363,-79.42522,Entire home/apt,125,28,37,2024-09-30,0.29,7,220,4,,7
995337,1 Bedroom Apartment in Queen West,358731,Claudia,,Niagara,43.64674399,-79.40573934,Entire home/apt,115,28,8,2024-08-31,0.06,1,244,1,,1
1001438,Private bedroom Queen W/Toronto Western Hospital,3131000,Janet,,Trinity-Bellwoods,43.64822,-79.40732,Private room,60,30,171,2024-09-14,1.23,1,171,6,,1
1009656,Bloorcourt Village Apt. longer-term accommodations,5554523,Holly & Chad,,Dovercourt-Wallace Emerson-Junction,43.66712,-79.43177,Entire home/apt,130,28,169,2022-04-30,1.21,1,0,0,,1
1022764,Beautiful Davisville Toronto Home,5630548,Daniel,,Mount Pleasant East,43.70878,-79.38229,Entire home/apt,453,28,13,2018-11-03,0.1,1,365,0,,1
1030061,Modern 1 Bedroom Condo in Entertainment District,1984757,Michelle,,Waterfront Communities-The Island,43.64451,-79.39205,Entire home/apt,90,80,29,2024-08-24,0.29,1,215,3,,1
1033151,The Great Gerrard - Paris Suite,377846,Nick & Nena,,East End-Danforth,43.6809,-79.30485,Entire home/apt,65,28,52,2024-11-01,0.37,18,310,4,,18
1033162,Downtown Toronto Condo Close to Union Station,2175675,Frank,,Waterfront Communities-The Island,43.64285,-79.38026,Private room,79,28,7,2023-12-17,0.08,4,321,1,,4
1035534,Private Rooms with ensuite bathroom,5700231,Roxane Simone,,Taylor-Massey,43.6927,-79.30382,Private room,78,30,2,2024-10-06,0.87,7,365,2,,7
1036076,"Luxury Apt, Garden, small Dog welcome, Ev Charger",4468895,Melanie,,Willowdale East,43.76633,-79.40424,Entire home/apt,88,28,44,2024-07-14,0.36,1,184,5,,1
1037034,Hip 3bdrm house with yard+garage,5709010,Jode,,Dovercourt-Wallace Emerson-Junction,43.66695,-79.42156,Entire home/apt,,28,56,2020-01-02,0.4,1,0,0,,1
1053838,Beautiful Private Room in Home - Downtown Toronto,2741400,Rk,,Palmerston-Little Italy,43.65638,-79.41567,Private room,150,31,153,2024-09-29,1.1,1,365,1,,1
1057144,Beautiful Toronto Home opp Park,265033,Vivienne,,Dufferin Grove,43.65883,-79.43081,Entire home/apt,225,28,6,2016-10-28,0.05,1,358,0,,1
1058442,2 Bedroom Penthouse Downtown,1805882,Elisabeth,,Church-Yonge Corridor,43.65456,-79.37906,Entire home/apt,,30,2,2018-07-31,0.02,3,0,0,,3
1066205,Downtown East One Bdrm and Spacious Bath,4010527,Diane,,Moss Park,43.65696,-79.37193,Entire home/apt,,31,30,2024-06-21,0.3,5,128,2,,5
1066718,Entire Suite with Private Entry/Bath/Garden,5867364,Emil,,Niagara,43.64535,-79.40446,Private room,196,2,704,2024-11-02,5.02,1,260,65,STR-2010-FVKRPD,1
1073616,Beaches 2 bed apt with private deck,175687,John,,The Beaches,43.67232,-79.28684,Entire home/apt,85,28,1,2024-09-01,0.44,2,88,1,,2
1077140,Lovely full  house in Upper Beach (with cat!),5926814,Lysa,,East End-Danforth,43.68141,-79.30789,Entire home/apt,,28,6,2014-06-28,0.04,1,0,0,STR-2302-HVFXVY,1
1080121,Downtown Suite with the Best Views in the City,672978,Katy,,Waterfront Communities-The Island,43.64159,-79.38115,Entire home/apt,186,90,516,2020-03-18,3.75,2,365,0,,2
1092407,Great Gerrard - Mona Lisa Suite,377846,Nick & Nena,,East End-Danforth,43.68185,-79.30506,Entire home/apt,71,28,35,2024-06-01,0.25,18,341,4,,18
1106103,Rare Trinity Bellwoods w/ Outdoor Kitchen & Living,6073307,Victoria,,Trinity-Bellwoods,43.6524,-79.41476,Entire home/apt,,28,0,,,1,365,0,,1
1110760,The Great Gerrard - New York Suite,377846,Nick & Nena,,East End-Danforth,43.68239,-79.30521,Entire home/apt,69,28,38,2024-03-04,0.27,18,320,2,,18
1145641,Annex/Little Italy Private Room,4966594,Mark,,University,43.65964,-79.40834,Private room,111,5,56,2024-10-06,0.41,2,70,30,STR-2301-FQVBHQ,2
1150719,Garden Aptartment,6306986,William,,South Riverdale,43.65767,-79.3486,Entire home/apt,131,3,108,2024-11-03,0.77,1,213,26,STR-2208-JGTVHM,1
1153863,One Bedroom and private bath by the lake,6323589,Ranjani,,Mimico (includes Humber Bay Shores),43.62193938,-79.48603603,Private room,104,5,18,2024-10-18,1.18,1,356,13,STR-2304-GPWPHT,1
1156413,Charming Victorian House: High Park,1590126,Melissa  Slatkoff,,Roncesvalles,43.64355,-79.44244,Entire home/apt,,28,24,2018-07-11,0.17,2,0,0,,2
1161630,Bloor & Ossington Park-front Apartment,6351139,Julie,,Dovercourt-Wallace Emerson-Junction,43.66649,-79.43523,Entire home/apt,,28,2,2024-10-23,0.95,2,208,2,,2
1161888,Authentic Hard Loft in the Heart of Toronto,1478241,Stephanie,,South Parkdale,43.63899,-79.42086,Entire home/apt,183,3,121,2024-08-31,0.96,1,36,6,STR-2204-FMSHHC,1
1162480,Chic Downtown Condo Loft + parking,6255603,Fojan,,Regent Park,43.65695,-79.35854,Entire home/apt,152,29,52,2020-02-08,0.43,1,364,0,,1
1163664,Danforth - 1 bedroom apartment,5942147,Rebecca.J,,North Riverdale,43.67602,-79.35501,Entire home/apt,,28,4,2015-08-05,0.03,1,0,0,,1
1170889,COOL SPOT TORONTO-GRT DEAL-HIP HOOD,6410636,Deb,,Palmerston-Little Italy,43.65643699,-79.42472659,Private room,99,30,25,2024-09-30,0.18,1,365,3,,1
1173944,Large Open-Concept One-Bedroom Flat,1410677,Robert,,Little Portugal,43.64685,-79.42571,Entire home/apt,150,28,26,2019-08-31,0.19,2,363,0,,2
1174893,LUXURY CONDO NEXT TO KIPLING SUBWAY,173823,James,,Islington-City Centre West,43.6376,-79.53548,Entire home/apt,147,150,5,2017-04-30,0.04,3,214,0,,3
1194984,Spacious Room and Private Bath,6530148,Lin,,Roncesvalles,43.644,-79.4427,Private room,65,28,22,2017-08-26,0.16,1,88,0,,1
1196880,Happy Downtown Lower Penthouse,6539250,Jennifer,,Niagara,43.64175,-79.41108,Entire home/apt,111,60,12,2024-07-14,0.11,1,66,1,,1
146601,Modern 1BR Downtown - Blue Jays Way,436139,Brian,,Waterfront Communities-The Island,43.64584,-79.39051,Entire home/apt,250,28,8,2021-09-30,0.05,1,27,0,STR-2303-FPCPHQ,1
153000,"1,100SqFt. 2B+Den Spacious Green/Technology Condo",735795,Khamraj,,Waterfront Communities-The Island,43.64494,-79.39123,Entire home/apt,299,3,53,2020-01-02,0.33,1,73,0,STR-2408-JCKSBZ,1
154743,Downtown Yorkville Toronto,744412,Gloria,,Church-Yonge Corridor,43.67018,-79.38372,Entire home/apt,110,60,68,2022-02-28,0.42,1,283,0,,1
179578,Furnished 1+1 bed Condo Apartment,545074,Sohail,,Woburn,43.78196,-79.24634,Entire home/apt,,28,0,,,1,0,0,,1
184784,2 bd Apt at Yonge & Bloor Yorkville,656777,Pere,,Church-Yonge Corridor,43.67005,-79.38372,Entire home/apt,295,180,63,2023-04-30,0.39,1,291,0,,1
192335,Studio Loft- 2 flr- Liberty Village,140602,Mario,,South Parkdale,43.63677,-79.42099,Entire home/apt,,28,53,2020-03-02,0.33,1,0,0,,1
192860,modern clean quiet 2B@ High Park -40% monthly,533496,Eberhard,,Junction Area,43.66492,-79.47384,Entire home/apt,,31,129,2024-02-29,0.81,2,134,1,STR-2010-FPPDPC,2
196584,Spacious 1 Bedroom Suite on Subway Line!,957466,Karen,,Oakridge,43.69431,-79.28563,Entire home/apt,92,18,59,2024-10-25,0.59,1,341,10,STR-2012-HLWPHK,1
207206,Beautiful Newly Renovated 2BDM Home,1019538,Stefan,,Little Portugal,43.6471,-79.4376,Entire home/apt,300,28,22,2023-01-11,0.14,1,363,0,STR-2010-GPKRPG,1
224775,"Location, Location downtown Toronto /  Lower Rate",1170217,Frank,,Church-Yonge Corridor,43.6619,-79.37727,Private room,80,28,39,2024-06-07,0.34,2,120,3,,2
228568,BEST VIEW in the City! Luxury condo,934821,Robert,,Cabbagetown-South St.James Town,43.66593,-79.37655,Entire home/apt,250,5,77,2024-10-25,0.49,2,47,1,STR-2104-FLPKVB,2
232794,Unrivaled location on Yorkville Ave/2000 sq ft,1218097,Susan,,Annex,43.6715929,-79.3908687,Entire home/apt,200,28,5,2020-03-18,0.04,1,237,0,,1
239449,"Prime Annex 1 BR +balcony - UofT, Subway, Bloor",349772,Steven,,Annex,43.66701,-79.40625,Entire home/apt,91,28,38,2024-07-30,0.27,1,237,3,,1
248933,"Bright, top floor apt for 3 adults",1304211,Nadia,,Corso Italia-Davenport,43.6818,-79.45845,Entire home/apt,59,29,97,2019-10-01,0.62,2,72,0,,2
248940,Basement Apartment perfect for 3,1304211,Nadia,,Caledonia-Fairbank,43.68238,-79.46038,Entire home/apt,59,29,103,2023-12-12,0.69,2,90,2,STR-2012-GZXRVH,2
251549,Room in mid-town apartment,1319225,Kathleen,,Annex,43.66584,-79.41251,Private room,,28,18,2023-08-12,0.14,1,0,0,,1
266300,FURNISHED ONE-BDRM TORONTO KING W,1396237,Jonathan,,Niagara,43.63999,-79.41465,Entire home/apt,,30,5,2019-06-11,0.06,1,0,0,,1
269355,Elegant apartment in the heart of Toronto,1411076,Adam,,Casa Loma,43.68419,-79.40125,Entire home/apt,,28,0,,,1,0,0,,1
273304,In the heart of Toronto downtown!,1409872,Ravish,,Church-Yonge Corridor,43.6605,-79.38057,Private room,,28,0,,,1,0,0,,1
288341,Beautiful Victorian Home,1368256,Robert,,North St.James Town,43.67098,-79.37434,Entire home/apt,271,5,55,2024-10-20,0.4,1,339,13,STR-2009-GXRRPH,1
291699,Furnished rooms in  lovely Toronto home,1466410,Susan,,Annex,43.6702919,-79.41659546,Private room,280,28,0,,,1,249,0,,1
307726,Boutique Chic at Maple Leaf Square,1108156,Karen,,Waterfront Communities-The Island,43.64221,-79.38061,Entire home/apt,100,28,66,2022-05-28,0.42,1,191,0,,1
314459,Cosy room by Toronto's Danforth Ave,1615944,Julia,,Blake-Jones,43.67739,-79.33599,Private room,,28,37,2023-01-31,0.25,1,0,0,,1
325432,"Great 'hood, no car needed, 3.5br",1664812,Mark,,High Park North,43.66106,-79.45605,Entire home/apt,,28,0,,,1,0,0,,1
339418,Cozy Room in Midtown Near Subway,1027776,"Emmanuel,Willy",,Mount Pleasant West,43.69954,-79.3933,Private room,60,30,85,2020-02-29,0.55,2,0,0,,2
361557,Downtown/Stylish 2 Bdr.   Apt /Garden +Parking,174063,Denis,,South Parkdale,43.63557,-79.43999,Entire home/apt,,750,65,2022-02-05,0.44,4,365,0,,4
361831,Townhome/Condo at The Mona Lisa,1828773,Silvana,,Willowdale East,43.77873,-79.41245,Private room,,28,0,,,1,0,0,,1
366973,Spacious Modern Cozy King W Toronto,1015670,Grace,,Waterfront Communities-The Island,43.64226,-79.40076,Entire home/apt,361,28,9,2017-09-12,0.07,1,358,0,,1
390395,SUNNY DBL CORKTOWN BREAKFAST EAST DOWNTOWN,1952926,Sean,,Moss Park,43.65612,-79.36054,Private room,60,28,829,2022-10-22,5.4,1,38,0,,1
393873,"Sunny, Spacious, Downtown 1 Bedroom",1870492,Katie,,Niagara,43.64455,-79.40312,Entire home/apt,115,183,21,2016-09-27,0.14,1,358,0,,1
394627,Furnished Downtown Studio Suite 8,304551,Kintoo,,University,43.66269,-79.40938,Entire home/apt,60,120,5,2022-04-30,0.04,9,331,0,,9
401823,Furnished Downtown Studio Suite 6,304551,Kintoo,,Palmerston-Little Italy,43.66075,-79.4096,Entire home/apt,80,90,9,2024-04-28,0.06,9,310,1,,9
401824,Furnished Downtown Studio Suite 1,304551,Kintoo,,University,43.66155,-79.40892,Private room,55,90,6,2023-04-29,0.04,9,365,0,,9
403200,Yonge & Bloor Lakview Bedroom,195095,Urbano,,Rosedale-Moore Park,43.67176,-79.38555,Private room,90,28,5,2023-06-30,0.04,9,191,0,,9
406646,1BR-Close to Don Mills & Eglinton 202,1854872,Nadarajah,,Flemingdon Park,43.72054,-79.33524,Private room,30,28,43,2023-11-07,0.31,5,152,0,,5
413276,Yonge & Wellesley Entire Condo,2056128,Robert,,Church-Yonge Corridor,43.66429,-79.383,Entire home/apt,,2,84,2024-08-05,0.56,2,0,4,STR-2204-GLMPHG,2
418607,PRIVATE ROOM MIDTOWN TORONTO,2079464,Maddie,,Mount Pleasant West,43.69747,-79.39304,Private room,66,30,127,2024-09-01,0.85,1,360,2,,1
429943,Super Studio in the Upper Beach,377846,Nick & Nena,,East End-Danforth,43.68672,-79.29328,Entire home/apt,69,28,47,2024-03-17,0.31,18,251,2,,18
457588,Furnished Luxury @ The Eaton Centre,1805882,Elisabeth,,Church-Yonge Corridor,43.65469,-79.37986,Entire home/apt,,28,8,2022-08-27,0.06,3,0,0,Exempt,3
462366,Quaint Mid-Town Toronto Guestroom,2297131,Liz,,Brookhaven-Amesbury,43.7054,-79.48584,Private room,55,28,34,2022-10-14,0.23,1,88,0,,1
466650,Spacious Scandinavian Style Home in King West,1039434,Juli,,Niagara,43.64322,-79.40293,Entire home/apt,279,14,75,2024-10-12,0.5,3,157,4,STR-2402-FZZRVR,3
473827,Designer-inspired Toronto living,2349264,George,,Oakwood Village,43.6879,-79.43938,Entire home/apt,115,28,101,2024-08-16,0.68,1,173,1,,1
495303,Your Home In Toronto,1241161,Danny,,Dovercourt-Wallace Emerson-Junction,43.66446,-79.42537,Entire home/apt,106,29,115,2019-11-11,0.78,1,90,0,,1
516823,"Monthly, Cozy + Clean Studio in the Junction",533496,Eberhard,,Junction Area,43.66672,-79.47492,Entire home/apt,110,31,186,2024-10-03,1.23,2,165,5,,2
517709,Bright House with Vegetable Garden,2549053,Nathalie,,Trinity-Bellwoods,43.65131,-79.4116,Entire home/apt,300,28,79,2024-09-01,0.54,1,204,1,,1
526594,Small Dog friendly Apt Garden Free Park EV charger,2588098,Reiner,,Willowdale East,43.76651,-79.40411,Entire home/apt,108,28,6,2014-12-01,0.04,1,180,0,,1
526705,★ High-Tech Authentic Luxurious Loft -Queen West ★,1698603,Kyle,,Roncesvalles,43.64264,-79.43215,Entire home/apt,339,3,74,2024-08-12,0.5,1,66,3,STR-2011-FYPDVD,1
529227,Little Italy-4 bedroom house,2600229,Orsolya,,Palmerston-Little Italy,43.65836,-79.42479,Entire home/apt,295,28,18,2018-08-19,0.12,1,353,0,STR-2302-GSKRVT,1
529256,Room in amazing retro modern space,2597290,Caroline,,Trinity-Bellwoods,43.65075,-79.41072,Private room,97,28,113,2020-03-10,0.75,1,365,0,,1
533659,Best View in Downtown 5 Star Luxury 1+1 w/office,1019968,Roman,,Waterfront Communities-The Island,43.63953,-79.38257,Entire home/apt,150,10,193,2024-10-06,1.28,2,166,18,STR-2011-FLKRVB,2
537679,NIce room with private bathroom,2586974,Yin,,Mimico (includes Humber Bay Shores),43.62452,-79.48793,Private room,,28,0,,,1,0,0,,1
543810,Spacious 1+1 Condo Downtown Toronto,2671905,R.,,Waterfront Communities-The Island,43.63942,-79.39216,Entire home/apt,,28,10,2015-08-16,0.07,1,0,0,,1
547777,A Beautiful Funky Toronto Apartment,2692759,Ayelet And Sean,,Palmerston-Little Italy,43.66051,-79.42741,Entire home/apt,,28,2,2013-08-05,0.01,1,0,0,,1
560148,"Cozy room, King Bed, Great Location",1027776,"Emmanuel,Willy",,Mount Pleasant West,43.69821,-79.39164,Private room,65,30,39,2019-09-15,0.26,2,362,0,,2
571429,Chic Upper Beach 3 Bedroom Beauty,377846,Nick & Nena,,East End-Danforth,43.68519,-79.29338,Entire home/apt,149,28,29,2021-10-09,0.2,18,310,0,,18
573892,Downtown Toronto Furnished Suite,2175675,Frank,,Waterfront Communities-The Island,43.64278,-79.37985,Entire home/apt,99,28,88,2024-10-03,0.59,4,347,5,,4
593324,Charming Victorian in Leslieville,2929774,Susan,,South Riverdale,43.66114,-79.34742,Entire home/apt,,28,7,2015-10-06,0.05,1,0,0,,1
602407,Large bedroom with private bathroom and shower,2980659,Nanou,,Woodbine Corridor,43.67774,-79.31352,Private room,84,28,39,2019-08-10,0.26,1,364,0,,1
613695,House in Little Italy,2741309,Sean,,Palmerston-Little Italy,43.65971,-79.41234,Entire home/apt,,28,0,,,1,0,0,STR-2210-HXWDVL,1
624190,Danforth/Greek Town  appartment,3096162,Brigitt,,Broadview North,43.69032,-79.35236,Entire home/apt,,28,0,,,1,0,0,,1
638500,3 bdrm on Queen West TO,3178928,Lisa Marie,,South Parkdale,43.63907,-79.44036,Entire home/apt,,28,9,2016-09-26,0.08,1,0,0,,1
638586,Toronto Downtown near TIFF &  Convention Centre,3186285,Solange,,Waterfront Communities-The Island,43.64356,-79.3903,Entire home/apt,,30,61,2021-05-23,0.49,1,359,0,,1
643389,"Bachelor Apt, 2nd flr, South Window",3217095,Mark,,South Parkdale,43.63589,-79.42796,Entire home/apt,,28,3,2017-05-20,0.03,1,0,0,,1
643916,Basement apartment (1 bdrm) in lower Junction,574360,Yvonne,,Junction Area,43.66308,-79.47795,Entire home/apt,120,28,4,2016-04-27,0.03,1,230,0,,1
654048,Large 4 Bedroom House in Toronto Private Clean,3289972,Minoo,,Morningside,43.7837,-79.20675,Entire home/apt,190,28,20,2024-07-27,0.14,1,363,2,,1
655522,Sunny and Charming Apartment,3299954,Basil,,Kensington-Chinatown,43.65667,-79.39539,Entire home/apt,,28,27,2018-08-10,0.18,1,0,0,,1
666670,Super Studio in the Upper Beach II,377846,Nick & Nena,,East End-Danforth,43.68614,-79.29126,Entire home/apt,83,28,47,2023-09-07,0.34,18,320,0,,18
669162,SPECTACULAR VIEW DWNTOWN TORONTO.,2942180,Jerry,,Cabbagetown-South St.James Town,43.66667,-79.37502,Entire home/apt,,28,0,,,1,0,0,,1
